# no	arxiv	source	title per Semantic Scholar	entry
1	2201.02177	id		[1] Power, A., et al. *Grokking: Generalization Beyond Overfitting on Small Algorithmic Datasets*. arXiv preprint arXiv:
2	2405.20233	id		[2] Liu, Y., et al. *Grokfast: Accelerating Grokking by Amplifying Slow Gradients*. arXiv preprint arXiv:2405.20233, 202
3	1706.03762	s2	Attention is All you Need	[3] Vaswani, A., et al. *Attention is All You Need*. Advances in Neural Information Processing Systems (NeurIPS), 2017.
4		s2	Decoupled Weight Decay Regularization	[4] Loshchilov, I. and Hutter, F. *Decoupled Weight Decay Regularization*. International Conference on Learning Represen
5	2301.05217	id		[5] Nanda, N., Chan, L., Lieberum, T., Smith, J., and Steinhardt, J. *Progress Measures for Grokking via Mechanistic Int
6	2008.08186	id		[6] Papyan, V., Han, X.Y., and Donoho, D.L. *Prevalence of Neural Collapse during the Terminal Phase of Deep Learning Tr
